date,storage,inflow,outflow
2018-11-15,72943,184.0,0.2
2018-11-16,73656,183.0,0.16
2018-11-17,74374,187.0,0.14
2018-11-18,75058,195.0,0.14
2018-11-19,75747,184.0,0.12
2018-11-20,76399,180.0,0.1
2018-11-21,76768,184.0,0.15
2018-11-22,77469,190.0,0.17
2018-11-23,78132,191.0,0.21
2018-11-24,78758,182.0,0.21
2018-11-25,79430,172.0,0.2
2018-11-26,79936,170.0,0.2
2018-11-27,80487,170.0,0.2
2018-11-28,81041,174.0,0.18
2018-11-29,81512,182.0,0.2
2018-11-30,81984,185.0,0.12
2018-12-01,82589,188.0,0.1
2018-12-02,83153,188.0,0.14
2018-12-03,83720,192.0,0.12
2018-12-04,84245,195.0,0.13
2018-12-05,84773,199.0,0.16
2018-12-06,85303,208.0,0.19
2018-12-07,85925,219.0,0.24
2018-12-08,86639,253.0,0.49
2018-12-09,87312,255.0,0.28
2018-12-10,87988,260.0,0.24
2018-12-11,88713,261.0,0.22
2018-12-12,89396,267.0,0.14
2018-12-13,90083,306.0,0.09
2018-12-14,90727,370.0,0.15
2018-12-15,91513,415.0,0.19
2018-12-16,92350,387.0,0.2
2018-12-17,93380,354.0,0.19
2018-12-18,94559,339.0,0.41
2018-12-19,95462,339.0,0.2
2018-12-20,96226,354.0,0.11
2018-12-21,97090,374.0,0.14
2018-12-22,97959,374.0,0.17
2018-12-23,98735,358.0,0.17
2018-12-24,99613,346.0,0.25
2018-12-25,100398,339.0,0.25
2018-12-26,101334,328.0,0.27
2018-12-27,102077,345.0,0.27
2018-12-28,103024,362.0,0.36
2018-12-29,103824,374.0,0.27
2018-12-30,104629,354.0,0.21
2018-12-31,105387,373.0,0.28
2019-01-01,106199,395.0,0.34
2019-01-02,107170,415.0,0.37
2019-01-03,107992,366.0,0.41
2019-01-04,108869,271.0,0.39
2019-01-05,109648,241.0,0.39
2019-01-06,110325,239.0,0.35
2019-01-07,111111,218.0,0.32
2019-01-08,111847,213.0,0.32
2019-01-09,112534,208.0,0.34
2019-01-10,113223,207.0,0.31
2019-01-11,113968,206.0,0.37
2019-01-12,114610,201.0,0.34
2019-01-13,115308,247.0,0.38
2019-01-14,115901,357.0,0.38
2019-01-15,116442,363.0,0.33
2019-01-16,117256,384.0,0.35
2019-01-17,118349,387.0,0.36
2019-01-18,119561,314.0,0.36
2019-01-19,120559,227.0,0.43
2019-01-20,121283,268.0,0.46
2019-01-21,121899,388.0,0.44
2019-01-22,122968,395.0,0.36
2019-01-23,123873,393.0,0.34
2019-01-24,124897,401.0,0.34
2019-01-25,125928,385.0,0.39
2019-01-26,126906,398.0,0.37
2019-01-27,127485,392.0,0.37
2019-01-28,128998,403.0,0.33
2019-01-29,130112,363.0,0.26
2019-01-30,131055,359.0,0.22
2019-01-31,132003,357.0,0.26
2019-02-01,132957,353.0,0.29
2019-02-02,133915,354.0,0.34
2019-02-03,134878,361.0,0.35
2019-02-04,133136,344.0,0.35
2019-02-05,137125,344.0,0.35
2019-02-06,137859,352.0,0.34
2019-02-07,138904,314.0,0.33
2019-02-08,139644,295.0,0.38
2019-02-09,140511,300.0,0.44
2019-02-10,141443,293.0,0.5
2019-02-11,142504,342.0,0.46
2019-02-12,143068,366.0,0.42
2019-02-13,143885,378.0,0.49
2019-02-14,144578,377.0,0.32
2019-02-15,146097,393.0,0.25
2019-02-16,147115,376.0,0.27
2019-02-17,148073,317.0,0.28
2019-02-18,148971,298.0,0.31
2019-02-19,149872,294.0,0.23
2019-02-20,150647,282.0,0.19
2019-02-21,151295,280.0,0.48
2019-02-22,152009,267.0,0.55
2019-02-23,153052,372.0,0.23
2019-02-24,154033,412.0,0.2
2019-02-25,155084,593.0,0.2
2019-02-26,155875,687.0,0.14
2019-02-27,157066,694.0,0.14
2019-02-28,158396,663.0,0.17
2019-03-01,159934,663.0,0.17
2019-03-02,161346,627.0,0.15
2019-03-03,162629,467.0,0.16
2019-03-04,163919,415.0,0.12
2019-03-05,165010,429.0,0.11
2019-03-06,166105,446.0,0.1
2019-03-07,167480,365.0,0.13
2019-03-08,168793,518.0,0.1
2019-03-09,169973,698.0,0.26
2019-03-10,170460,820.0,0.8
2019-03-11,171786,1060.0,0.8
2019-03-12,173964,1140.0,0.43
2019-03-13,175945,1110.0,0.41
2019-03-14,178011,1170.0,0.5
2019-03-15,180234,918.0,0.25
2019-03-16,182400,695.0,0.41
2019-03-17,184872,596.0,0.39
2019-03-18,187289,548.0,0.1
2019-03-19,189649,441.0,0.07
2019-03-20,191950,491.0,0.03
2019-03-21,194193,411.0,0.03
2019-03-22,196150,402.0,0.03
2019-03-23,197740,596.0,0.05
2019-03-24,199644,566.0,0.05
2019-03-25,201560,578.0,2.61
2019-03-26,203488,661.0,3.35
2019-03-27,205116,816.0,422.0
2019-03-28,205739,933.0,624.0
2019-03-29,205973,1200.0,375.0
2019-03-30,206363,1040.0,3.17
2019-03-31,207301,1200.0,3.05
2019-04-01,208241,1300.0,2.16
2019-04-02,209264,1340.0,0.0
2019-04-03,210526,1210.0,0.0
2019-04-04,212111,1070.0,0.0
2019-04-05,214022,1070.0,0.0
2019-04-06,217233,1140.0,0.0
2019-04-07,219092,1090.0,0.0
2019-04-08,223579,982.0,0.0
2019-04-09,228124,973.0,0.0
2019-04-10,231802,955.0,0.0
2019-04-11,234670,984.0,0.0
2019-04-12,237304,1220.0,0.0
2019-04-13,239786,1480.0,0.0
2019-04-14,242370,1570.0,0.0
2019-04-15,245233,1320.0,0.0
2019-04-16,248117,1300.0,0.0
2019-04-17,250934,1040.0,0.0
2019-04-18,253682,787.0,0.0
2019-04-19,256270,636.0,0.0
2019-04-20,258694,707.0,0.0
2019-04-21,260860,914.0,0.0
2019-04-22,263217,888.0,0.0
2019-04-23,265587,1290.0,0.0
2019-04-24,273511,1370.0,0.0
2019-04-25,281471,1490.0,0.0
2019-04-26,284597,1560.0,0.0
2019-04-27,287742,1590.0,0.0
2019-04-28,290908,1650.0,0.0
2019-04-29,294093,1680.0,0.0
2019-04-30,297493,1900.0,0.0
2019-05-01,300918,2320.0,0.0
2019-05-02,304566,2650.0,43.8
2019-05-03,308443,2770.0,257.0
2019-05-04,312653,2900.0,339.0
2019-05-05,317205,3140.0,339.0
2019-05-06,322008,3280.0,337.0
2019-05-07,326759,3390.0,369.0
2019-05-08,341094,3550.0,357.0
2019-05-09,350675,3730.0,366.0
2019-05-10,357547,3810.0,372.0
2019-05-11,364383,3680.0,378.0
2019-05-12,371292,3750.0,388.0
2019-05-13,378162,3740.0,390.0
2019-05-14,384873,3640.0,395.0
2019-05-15,391183,3610.0,402.0
2019-05-16,397312,3450.0,416.0
2019-05-17,403138,3580.0,424.0
2019-05-18,409374,3700.0,422.0
2019-05-19,415329,3670.0,424.0
2019-05-20,421232,3590.0,737.0
2019-05-21,426467,3600.0,872.0
2019-05-22,431505,3660.0,868.0
2019-05-23,436832,3680.0,860.0
2019-05-24,442331,3750.0,855.0
2019-05-25,447499,3740.0,1150.0
2019-05-26,452197,3750.0,1280.0
2019-05-27,457186,3610.0,1280.0
2019-05-28,462082,3340.0,1260.0
2019-05-29,466621,3040.0,1310.0
2019-05-30,470142,2750.0,1900.0
2019-05-31,472106,2550.0,2160.0
2019-06-01,473550,2470.0,2160.0
2019-06-02,474601,2460.0,2160.0
2019-06-03,475654,2280.0,2160.0
2019-06-04,476577,2230.0,2160.0
2019-06-05,477765,2250.0,1910.0
2019-06-06,479088,2250.0,2250.0
2019-06-07,479882,2150.0,2350.0
2019-06-08,480412,2120.0,2360.0
2019-06-09,481075,2160.0,2350.0
2019-06-10,481606,2340.0,2350.0
2019-06-11,482269,2960.0,2290.0
2019-06-12,484530,3150.0,2340.0
2019-06-13,486797,3260.0,2360.0
2019-06-14,489472,3360.0,2340.0
2019-06-15,492020,3340.0,2340.0
2019-06-16,494576,3380.0,2340.0
2019-06-17,497003,3430.0,2350.0
2019-06-18,499438,3480.0,2340.0
2019-06-19,502151,3650.0,2320.0
2019-06-20,505281,3840.0,2060.0
2019-06-21,508421,3810.0,2120.0
2019-06-22,511708,3850.0,2110.0
2019-06-23,515420,3940.0,2120.0
2019-06-24,518869,3910.0,2140.0
2019-06-25,522331,3770.0,2150.0
2019-06-26,525526,3700.0,2140.0
2019-06-27,528870,3450.0,2130.0
2019-06-28,531946,3420.0,2130.0
2019-06-29,534610,3620.0,2130.0
2019-06-30,537561,3690.0,2130.0
2019-07-01,540662,3360.0,2130.0
2019-07-02,543063,3120.0,2180.0
2019-07-03,545187,3030.0,2230.0
2019-07-04,547456,2880.0,2230.0
2019-07-05,549445,2710.0,2220.0
2019-07-06,551296,2690.0,2210.0
2019-07-07,553006,2830.0,2200.0
2019-07-08,555005,2570.0,2180.0
2019-07-09,557151,2450.0,2170.0
2019-07-10,559301,2470.0,2000.0
2019-07-11,561454,2400.0,2140.0
2019-07-12,563036,2300.0,2140.0
2019-07-13,564476,2000.0,2150.0
2019-07-14,565485,1590.0,2150.0
2019-07-15,565485,1460.0,2100.0
2019-07-16,564764,1580.0,2150.0
2019-07-17,563180,1650.0,2140.0
2019-07-18,561886,1560.0,2140.0
2019-07-19,560449,1480.0,2140.0
2019-07-20,558871,1320.0,2140.0
2019-07-21,557151,1090.0,2140.0
2019-07-22,555148,971.0,2140.0
2019-07-23,552864,903.0,2140.0
2019-07-24,550726,843.0,2140.0
2019-07-25,548308,891.0,2150.0
2019-07-26,545754,703.0,2160.0
2019-07-27,543063,632.0,2150.0
2019-07-28,540238,792.0,2140.0
2019-07-29,537421,871.0,2130.0
2019-07-30,534891,900.0,2130.0
2019-07-31,532366,872.0,2120.0
2019-08-01,529988,747.0,2120.0
2019-08-02,527336,659.0,2110.0
2019-08-03,524691,614.0,2110.0
2019-08-04,521637,493.0,2120.0
2019-08-05,518455,899.0,2140.0
2019-08-06,515696,633.0,2160.0
2019-08-07,512807,477.0,2170.0
2019-08-08,509789,386.0,2180.0
2019-08-09,506508,360.0,2190.0
2019-08-10,502966,566.0,2200.0
2019-08-11,499438,559.0,2200.0
2019-08-12,496328,473.0,2210.0
2019-08-13,493095,523.0,2260.0
2019-08-14,490007,506.0,2100.0
2019-08-15,487064,601.0,2020.0
2019-08-16,484131,876.0,2020.0
2019-08-17,481606,852.0,2020.0
2019-08-18,479088,802.0,2030.0
2019-08-19,476841,620.0,2020.0
2019-08-20,474338,482.0,2070.0
2019-08-21,471713,390.0,2090.0
2019-08-22,468575,320.0,2090.0
2019-08-23,465841,264.0,1790.0
2019-08-24,463376,214.0,1660.0
2019-08-25,461048,167.0,1670.0
2019-08-26,458857,103.0,1660.0
2019-08-27,456673,92.0,1670.0
2019-08-28,453601,77.6,1670.0
2019-08-29,450670,61.4,1450.0
2019-08-30,448385,47.4,1370.0
2019-08-31,446234,34.1,1350.0
2019-09-01,444091,26.6,1360.0
2019-09-02,441704,25.6,1370.0
2019-09-03,439701,25.2,770.0
2019-09-04,438951,25.8,492.0
2019-09-05,437953,25.0,490.0
2019-09-06,437206,23.0,494.0
2019-09-07,436335,21.2,497.0
2019-09-08,435465,20.3,499.0
2019-09-09,434596,19.5,503.0
2019-09-10,433729,18.5,503.0
2019-09-11,432739,17.2,497.0
2019-09-12,431998,17.3,497.0
2019-09-13,431258,16.8,498.0
2019-09-14,430395,16.7,499.0
2019-09-15,429780,16.1,496.0
2019-09-16,429042,23.0,493.0
2019-09-17,428428,140.0,491.0
2019-09-18,427692,67.3,564.0
2019-09-19,426712,37.8,598.0
2019-09-20,425734,30.6,598.0
2019-09-21,424757,27.8,602.0
2019-09-22,423782,27.2,597.0
2019-09-23,422810,25.6,594.0
2019-09-24,421717,35.5,597.0
2019-09-25,420748,35.0,596.0
2019-09-26,419780,26.7,597.0
2019-09-27,418694,21.6,593.0
2019-09-28,417490,20.8,591.0
2019-09-29,416288,20.7,589.0
2019-09-30,415089,20.8,591.0
2019-10-01,414013,19.9,591.0
2019-10-02,412939,19.3,492.0
2019-10-03,412224,20.5,444.0
2019-10-04,411867,22.3,449.0
2019-10-05,411391,23.1,451.0
2019-10-06,411035,199.0,450.0
2019-10-07,410560,122.0,228.0
2019-10-08,410679,148.0,28.8
2019-10-09,411035,216.0,4.42
2019-10-10,411391,119.0,2.16
2019-10-11,411748,126.0,1.05
2019-10-12,411629,151.0,0.88
2019-10-13,411986,158.0,0.68
2019-10-14,412581,175.0,0.57
2019-10-15,413297,193.0,0.52
2019-10-16,413774,214.0,0.47
2019-10-17,414252,225.0,0.52
2019-10-18,414970,217.0,0.56
2019-10-19,415569,212.0,0.58
2019-10-20,416288,214.0,0.58
2019-10-21,416528,210.0,0.58
2019-10-22,417129,213.0,0.71
2019-10-23,417731,223.0,0.91
2019-10-24,418453,257.0,0.65
2019-10-25,418574,229.0,0.59
2019-10-26,418935,227.0,0.63
2019-10-27,419418,251.0,0.62
2019-10-28,420022,262.0,0.56
2019-10-29,420627,290.0,0.59
2019-10-30,421353,294.0,0.37
2019-10-31,421717,310.0,0.25
2019-11-01,422323,335.0,0.25
2019-11-02,423296,499.0,0.33
2019-11-03,424513,545.0,0.33
2019-11-04,425978,546.0,0.31
2019-11-05,427569,549.0,0.25
2019-11-06,429165,569.0,0.25
2019-11-07,430764,597.0,0.47
2019-11-08,432121,610.0,0.42
2019-11-09,433481,657.0,0.43
2019-11-10,435093,624.0,0.47
2019-11-11,436957,623.0,0.48
2019-11-12,437953,622.0,0.36
2019-11-13,439201,637.0,0.44
2019-11-14,440701,769.0,0.51
2019-11-15,442331,800.0,0.42
2019-11-16,444217,838.0,0.48
2019-11-17,446234,837.0,0.53
2019-11-18,448132,876.0,0.53
2019-11-19,450161,997.0,0.54
2019-11-20,452708,983.0,0.85
2019-11-21,455391,923.0,0.77
2019-11-22,457828,985.0,0.66
2019-11-23,460274,1140.0,0.53
2019-11-24,462987,1530.0,0.55
2019-11-25,465971,1520.0,0.53
2019-11-26,468966,1490.0,0.41
2019-11-27,472106,1460.0,1.54
2019-11-28,476973,1590.0,7.63
2019-11-29,481606,1630.0,5.2
2019-11-30,485596,1640.0,1.54
2019-12-01,489204,1710.0,1.04
2019-12-02,493095,1560.0,1.02
2019-12-03,496733,1400.0,0.71
2019-12-04,500115,1280.0,0.66
2019-12-05,503102,1180.0,0.57
2019-12-06,505690,1080.0,0.53
2019-12-07,508011,984.0,0.63
2019-12-08,510200,959.0,0.65
2019-12-09,512120,985.0,0.63
2019-12-10,514181,1030.0,0.63
2019-12-11,516247,1060.0,0.62
2019-12-12,518455,1030.0,0.94
2019-12-13,520668,973.0,0.92
2019-12-14,522747,958.0,0.62
2019-12-15,524691,932.0,0.6
2019-12-16,526500,838.0,0.62
2019-12-17,527615,808.0,0.72
2019-12-18,529010,795.0,0.86
2019-12-19,530547,846.0,0.93
2019-12-20,532086,830.0,0.88
2019-12-21,533768,789.0,0.8
2019-12-22,535312,694.0,0.85
2019-12-23,536717,549.0,0.78
2019-12-24,537983,500.0,0.86
2019-12-25,539251,479.0,0.78
2019-12-26,540238,466.0,0.68
2019-12-27,541085,454.0,0.64
2019-12-28,541932,443.0,0.75
2019-12-29,542780,433.0,0.74
2019-12-30,543770,423.0,0.81
2019-12-31,544478,483.0,0.76
2020-01-01,545612,496.0,0.74
2020-01-02,546888,493.0,0.67
2020-01-03,547882,558.0,0.68
2020-01-04,549161,548.0,0.73
2020-01-05,550441,557.0,0.73
2020-01-06,551581,521.0,0.73
2020-01-07,552721,494.0,0.73
2020-01-08,553720,496.0,0.73
2020-01-09,554862,491.0,0.73
2020-01-10,556006,482.0,0.69
2020-01-11,556721,463.0,0.72
2020-01-12,557867,498.0,0.72
2020-01-13,559014,525.0,0.68
2020-01-14,560018,516.0,0.65
2020-01-15,562029,511.0,0.63
2020-01-16,562029,515.0,0.6
2020-01-17,561742,524.0,0.54
2020-01-18,562892,520.0,0.54
2020-01-19,563900,535.0,0.55
2020-01-20,564908,537.0,0.57
2020-01-21,566062,520.0,0.64
2020-01-22,567216,517.0,0.64
2020-01-23,568372,533.0,0.54
2020-01-24,569528,531.0,0.47
2020-01-25,570541,444.0,0.51
2020-01-26,571555,478.0,0.54
2020-01-27,572570,584.0,0.53
2020-01-28,573440,559.0,0.51
2020-01-29,574601,531.0,0.46
2020-01-30,575764,514.0,0.46
2020-01-31,576782,492.0,0.46
2020-02-01,577801,493.0,0.46
2020-02-02,578820,495.0,0.46
2020-02-03,579695,509.0,0.46
2020-02-04,581008,522.0,0.46
2020-02-05,581738,537.0,0.41
2020-02-06,582615,546.0,0.41
2020-02-07,583785,538.0,0.41
2020-02-08,584956,521.0,0.41
2020-02-09,586128,500.0,0.4
2020-02-10,587448,525.0,0.49
2020-02-11,589944,564.0,0.58
2020-02-12,590679,563.0,0.44
2020-02-13,591857,589.0,0.35
2020-02-14,593035,623.0,0.3
2020-02-15,594509,569.0,0.29
2020-02-16,595837,567.0,0.28
2020-02-17,597018,548.0,0.29
2020-02-18,598201,531.0,0.26
2020-02-19,599236,549.0,0.22
2020-02-20,600273,552.0,0.22
2020-02-21,601162,547.0,0.21
2020-02-22,602199,546.0,0.2
2020-02-23,603386,543.0,0.19
2020-02-24,604425,528.0,0.19
2020-02-25,605763,518.0,4.55
2020-02-26,606209,569.0,108.0
2020-02-27,606953,579.0,148.0
2020-02-28,607846,609.0,135.0
2020-02-29,608888,607.0,121.0
2020-03-01,609782,610.0,95.9
2020-03-02,610826,617.0,93.9
2020-03-03,610826,546.0,1510.0
2020-03-04,607994,458.0,2280.0
2020-03-05,604574,381.0,2310.0
2020-03-06,601162,317.0,2320.0
2020-03-07,597757,287.0,2300.0
2020-03-08,594656,286.0,2300.0
2020-03-09,591562,296.0,2300.0
2020-03-10,588181,308.0,2300.0
2020-03-11,585102,309.0,2300.0
2020-03-12,581884,328.0,2300.0
2020-03-13,578820,391.0,1910.0
2020-03-14,576782,392.0,1730.0
2020-03-15,574747,446.0,1730.0
2020-03-16,572715,563.0,1730.0
2020-03-17,570686,492.0,1700.0
2020-03-18,569095,417.0,1700.0
2020-03-19,567216,411.0,1740.0
2020-03-20,565629,421.0,1270.0
2020-03-21,564620,370.0,1080.0
2020-03-22,563900,346.0,1080.0
2020-03-23,562892,354.0,1080.0
2020-03-24,561886,368.0,1080.0
2020-03-25,560736,371.0,1090.0
2020-03-26,559731,309.0,1080.0
2020-03-27,558154,294.0,1070.0
2020-03-28,557008,306.0,1080.0
2020-03-29,555720,316.0,1070.0
2020-03-30,554720,284.0,1070.0
2020-03-31,553292,272.0,1070.0
2020-04-01,552151,240.0,1080.0
2020-04-02,550868,206.0,1090.0
2020-04-03,549303,207.0,1090.0
2020-04-04,547740,171.0,1080.0
2020-04-05,546321,147.0,1080.0
2020-04-06,544620,132.0,1070.0
2020-04-07,543063,119.0,1070.0
2020-04-08,541367,102.0,1070.0
2020-04-09,539533,77.0,1070.0
2020-04-10,537843,60.8,1070.0
2020-04-11,535874,63.4,1060.0
2020-04-12,534189,64.3,1060.0
2020-04-13,532506,50.9,1060.0
2020-04-14,530687,55.4,1060.0
2020-04-15,528870,74.4,1060.0
2020-04-16,527057,102.0,1070.0
2020-04-17,525387,122.0,1070.0
2020-04-18,523857,106.0,1070.0
2020-04-19,522192,93.7,1070.0
2020-04-20,521083,70.6,1070.0
2020-04-21,519699,56.3,1100.0
2020-04-22,517902,62.8,1120.0
2020-04-23,515971,52.9,1120.0
2020-04-24,514319,50.6,1120.0
2020-04-25,512532,46.2,1120.0
2020-04-26,510474,37.7,1120.0
2020-04-27,508694,30.7,1230.0
2020-04-28,506508,34.6,1280.0
2020-04-29,504327,35.7,1280.0
2020-04-30,501743,29.4,1270.0
2020-05-01,499438,20.7,1270.0
2020-05-02,497003,33.2,1270.0
2020-05-03,494576,38.6,1270.0
2020-05-04,492423,39.2,1260.0
2020-05-05,490007,35.4,1280.0
2020-05-06,487064,57.3,1300.0
2020-05-07,484663,54.1,1300.0
2020-05-08,482136,42.5,1310.0
2020-05-09,479220,28.6,1330.0
2020-05-10,476709,25.9,1340.0
2020-05-11,474075,35.3,1350.0
2020-05-12,471320,44.5,1400.0
2020-05-13,468836,47.5,1350.0
2020-05-14,466231,44.6,1370.0
2020-05-15,463505,32.0,1800.0
2020-05-16,459887,30.1,1980.0
2020-05-17,456160,30.2,1980.0
2020-05-18,452452,32.8,1980.0
2020-05-19,448638,35.9,1990.0
2020-05-20,444721,31.8,2000.0
2020-05-21,440827,25.5,2050.0
2020-05-22,436832,24.6,2000.0
2020-05-23,433110,23.7,1960.0
2020-05-24,429411,21.8,1960.0
2020-05-25,425734,22.1,1960.0
2020-05-26,421960,23.6,1950.0
2020-05-27,418574,24.1,1950.0
2020-05-28,415209,30.2,1950.0
2020-05-29,411391,27.8,1970.0
2020-05-30,407837,23.7,1950.0
2020-05-31,404308,22.2,1930.0
2020-06-01,400569,22.3,1910.0
2020-06-02,396847,23.0,1900.0
2020-06-03,393259,21.6,1900.0
2020-06-04,389687,21.3,1910.0
2020-06-05,386131,21.6,1900.0
2020-06-06,382364,19.9,1890.0
2020-06-07,378276,20.1,1870.0
2020-06-08,374437,17.6,1850.0
2020-06-09,370620,21.2,1800.0
2020-06-10,366937,20.9,1770.0
2020-06-11,363607,21.6,1770.0
2020-06-12,360404,21.0,1770.0
2020-06-13,356889,23.1,1760.0
2020-06-14,353393,22.5,1760.0
2020-06-15,350024,20.1,1750.0
2020-06-16,346458,20.7,1790.0
2020-06-17,342805,20.1,2080.0
2020-06-18,338535,24.5,2200.0
2020-06-19,334297,23.6,2190.0
2020-06-20,330094,20.6,2180.0
2020-06-21,325930,22.7,2180.0
2020-06-22,321802,22.6,2180.0
2020-06-23,317713,22.4,2170.0
2020-06-24,313560,22.2,2170.0
2020-06-25,309542,23.1,2170.0
2020-06-26,305458,22.9,2170.0
2020-06-27,301213,23.6,2170.0
2020-06-28,296908,18.9,2180.0
2020-06-29,292643,15.8,2180.0
2020-06-30,288412,15.1,2220.0
2020-07-01,284122,14.7,2260.0
2020-07-02,280622,16.3,2250.0
2020-07-03,276866,16.0,2230.0
2020-07-04,272953,14.9,2270.0
2020-07-05,268888,14.4,2280.0
2020-07-06,264765,10.1,2280.0
2020-07-07,260588,5.36,2280.0
2020-07-08,256449,4.98,2200.0
2020-07-09,252616,5.47,2130.0
2020-07-10,248908,4.61,2130.0
2020-07-11,245059,3.78,2110.0
2020-07-12,241162,2.99,2120.0
2020-07-13,237134,0.0,2130.0
2020-07-14,233149,0.0,2020.0
2020-07-15,229290,0.0,1950.0
2020-07-16,225472,0.0,1940.0
2020-07-17,221696,0.0,1940.0
2020-07-18,217959,0.0,1950.0
2020-07-19,214102,0.0,1940.0
2020-07-20,210447,0.0,1930.0
2020-07-21,206753,0.0,1920.0
2020-07-22,202947,0.0,1900.0
2020-07-23,199339,0.0,1900.0
2020-07-24,195848,0.0,1890.0
2020-07-25,192248,109.0,1890.0
2020-07-26,188909,156.0,1950.0
2020-07-27,186848,713.0,1890.0
2020-07-28,184362,253.0,1670.0
2020-07-29,182183,230.0,1590.0
2020-07-30,179659,161.0,1620.0
2020-07-31,177225,113.0,1540.0
2020-08-01,174670,86.6,1500.0
2020-08-02,172207,49.6,1510.0
2020-08-03,169695,43.6,1510.0
2020-08-04,167274,31.9,1520.0
2020-08-05,164805,42.9,1510.0
2020-08-06,162223,32.9,1520.0
2020-08-07,159532,20.4,1530.0
2020-08-08,156934,18.8,1520.0
2020-08-09,154296,18.1,1510.0
2020-08-10,151619,15.4,1500.0
2020-08-11,149036,17.4,1360.0
2020-08-12,146669,18.5,1300.0
2020-08-13,144325,17.8,1300.0
2020-08-14,142004,17.2,1290.0
2020-08-15,139582,17.5,1290.0
2020-08-16,137247,16.8,1280.0
2020-08-17,135241,18.7,1280.0
2020-08-18,131885,18.8,1290.0
2020-08-19,130524,16.5,1290.0
2020-08-20,128706,15.0,1220.0
2020-08-21,126676,15.2,985.0
2020-08-22,125011,18.0,867.0
2020-08-23,123363,18.3,875.0
2020-08-24,121675,16.1,883.0
2020-08-25,119672,9.42,880.0
2020-08-26,117747,1.71,881.0
2020-08-27,116063,0.55,895.0
2020-08-28,114396,0.04,902.0
2020-08-29,112798,0.0,897.0
2020-08-30,111216,0.0,899.0
2020-08-31,109492,0.0,897.0
2020-09-01,107889,0.0,896.0
2020-09-02,106301,0.0,897.0
2020-09-03,104629,0.0,930.0
2020-09-04,102924,0.0,984.0
2020-09-05,101038,0.0,981.0
2020-09-06,99271,0.0,982.0
2020-09-07,97572,0.0,978.0
2020-09-08,95748,0.0,993.0
2020-09-09,94181,0.0,742.0
2020-09-10,93051,0.0,608.0
2020-09-11,92164,0.0,603.0
2020-09-12,91235,0.0,616.0
2020-09-13,90267,0.0,613.0
2020-09-14,89305,0.0,611.0
2020-09-15,88350,0.0,608.0
2020-09-16,87446,0.0,606.0
2020-09-17,86460,0.0,611.0
2020-09-18,85436,0.0,602.0
2020-09-19,84641,0.0,516.0
2020-09-20,83807,0.0,601.0
2020-09-21,82805,0.0,598.0
2020-09-22,82070,0.0,239.0
2020-09-23,82114,0.0,20.3
2020-09-24,82243,0.0,17.8
2020-09-25,82373,0.0,16.7
2020-09-26,82502,0.0,16.2
2020-09-27,82589,0.0,16.6
2020-09-28,82675,0.0,17.0
2020-09-29,82589,0.0,17.6
2020-09-30,82675,0.0,18.5
2020-10-01,82762,0.0,15.2
2020-10-02,82849,0.0,1.71
2020-10-03,82979,0.0,0.93
2020-10-04,83066,0.0,0.73
2020-10-05,83153,0.0,0.65
2020-10-06,83283,0.0,0.55
2020-10-07,83370,0.0,0.52
2020-10-08,106658,0.0,0.52
2020-10-09,136454,0.0,0.53
2020-10-10,136515,0.0,0.54
2020-10-11,136637,0.0,0.53
2020-10-12,136819,0.0,0.54
2020-10-13,108353,0.0,0.51
2020-10-14,83894,0.0,0.5
2020-10-15,83938,0.0,0.39
2020-10-16,84070,0.0,0.52
2020-10-17,84201,0.0,0.62
2020-10-18,84377,0.0,0.68
2020-10-19,84597,0.0,0.7
2020-10-20,84773,0.0,0.74
2020-10-21,84905,0.0,0.67
2020-10-22,85126,0.0,0.67
2020-10-23,82200,0.0,0.7
2020-10-24,80360,0.0,0.8
2020-10-25,80487,0.0,0.8
2020-10-26,80827,0.0,0.63
2020-10-27,80955,0.0,0.65
2020-10-28,82849,0.0,0.59
2020-10-29,86549,0.0,0.54
2020-10-30,86907,0.0,0.53
2020-10-31,87267,0.0,0.58
2020-11-01,87627,0.0,0.55
2020-11-02,87988,0.0,0.54
2020-11-03,88350,0.0,0.46
2020-11-04,88713,0.0,1.31
2020-11-05,89077,0.0,1.37
2020-11-06,89625,0.0,0.6
2020-11-07,89808,0.0,0.58
2020-11-08,89900,0.0,0.68
2020-11-09,90221,0.0,0.45
2020-11-10,90589,0.0,0.43
2020-11-11,90866,0.0,0.66
2020-11-12,91189,0.0,0.84
2020-11-13,91559,12.0,0.79
2020-11-14,91931,31.7,0.83
2020-11-15,92257,42.7,0.83
2020-11-16,92630,57.1,0.89
2020-11-17,93098,74.3,0.92
2020-11-18,93568,84.6,0.9
2020-11-19,94039,99.4,0.83
2020-11-20,94559,109.0,0.83
2020-11-21,95081,113.0,0.85
2020-11-22,95652,120.0,0.9
2020-11-23,96082,133.0,0.85
2020-11-24,96609,133.0,0.81
2020-11-25,97090,138.0,0.89
2020-11-26,97620,152.0,0.97
2020-11-27,98153,159.0,0.97
2020-11-28,98687,187.0,0.99
2020-11-29,99320,209.0,0.98
2020-11-30,99858,221.0,0.93
2020-12-01,100545,252.0,0.97
2020-12-02,101285,279.0,0.97
2020-12-03,101978,298.0,0.96
2020-12-04,102774,323.0,0.96
2020-12-05,103624,332.0,0.94
2020-12-06,104528,345.0,0.85
2020-12-07,105488,340.0,0.79
